Item Code,Quantity,Price,Rate,Product,Unit
2949000,"6,739,949","1,720,692,239",255.2975162,"Other sports footwear, except skating boots",LITRES
2951000,"841,260","462,095,271",549.2894836,"Footwear incorporating a protective metal toe-cap, except those covered in subclass 29320",LITRES
2952000,"2,729,362","1,137,232,259",416.6659677,"Wooden footwear, miscellaneous special footwear and other footwear n.e.c.",LITRES
2960000,"53,386,569","9,183,081,626",172.0110844,"Parts of footwear; removable insoles, heel cushions and similar articles; gaiters, leggings and similar",LITRES
3110001,"379,413","131,101,761",345.5384001,Blocks wooden compressed or not,LITRES
3110002,"186,285","3,973,091,666",21328.02784,"Timber/wooden planks, sawn/resawn",LITRES
3110003,"7,553","15,325,602",2029.074805,Wood ( excl. fire wood & logs),LITRES
3110004,86,"12,071,205",140362.8488,"Wood , compressed",LITRES
3110005,"149,828","1,180,207,983",7877.085612,Wood cutting processed sized,LITRES
3110007,"20,781","52,376,017",2520.380011,Wood fire,KG
3110008,"95,258","916,061,288",9616.633648,Wood sawn,KG
3110009,"2,071","23,766,250",11475.73636,Wood scantlings,T
3110010,"143,375","153,795,880",1072.682685,Wood slates,T
3110013,"4,064","18,542,123",4562.530266,Wood waste,T
3110014,"42,059","165,483,330",3934.552177,Wooden chips,T
3110099,"3,329,175","878,695,365",263.937872,"Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm; railway or",T
3121000,923,"40,412,047",43783.3662,"Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet",T
3122001,"1,558","11,027,621",7078.062259,Wood flour,T
3122002,"563,578","15,091,160",26.77741147,Wood wool,KG
3122099,"418,986","3,544,045",8.458623916,Wood wool; wood flour n.e.c,T
3123000,"1,544","6,948,275",4500.178109,Wood in chips or particles,T
3131001,"54,394,068","13,406,324,324",246.4666611,Laminated sheet (wood),KG
3131099,"2,984","41,425,728",13882.61662,"Wood in the rough, treated with paint, stains, creosote or other preservatives n.e.c",METRES
3132000,"392,463","878,531,000",2238.50656,"Railway or tramway sleepers (cross-ties) of wood, impregnated",KG
3133002,"17,014","533,635,577",31364.49847,Wooden splints,T
3133099,"3,102","2,609,045",841.084784,Other wood in the rough (including split poles and pickets) n. e. c,T
3141001,"39,822,604","11,163,348,523",280.326935,Plywood board,T
3141099,"2,910,849","406,827,637",139.7625356,"Plywood consisting solely of sheets of wood, except of bamboo n.e.c",T
3142001,"9,172,416","2,623,409,715",286.0107648,Plywood decorative,T
3142099,"4,416,663","2,484,781,309",562.5924615,"Other plywood, veneered panels and similar laminated wood, except of bamboo n.e.c",T
3143001,"12,862","7,387,190",574.3422485,Clip board,KG
3143002,"648,009","112,361,853",173.395513,Wooden board (non electrical),KG
3143099,"81,820,094","14,094,675,476",172.2642298,Particle board and similar board of wood or other ligneous materials n.e.c,T
3144000,"8,955,103","5,260,888,908",587.473858,Fibreboard of wood or other ligneous materials,CUBIC METER
3145001,"847,551","1,208,845,221",1426.280213,Wood veneer,KG
3145099,"428,891","7,734,645,680",18034.05919,"Plywood, veneer panels and similar laminated wood of bamboo n.e.c",T
3151001,"100,029,028","15,062,511,879",150.581408,Plywood,T
3151002,"11,516,187","2,549,272,574",221.3642913,Veneered particle board,KG
3151099,"142,901,235","2,995,901,098",20.96483699,"Veneer sheets and sheets for plywood and other wood sawn lengthwise, sliced or peeled, of a thickness SQ.METRE",KG
3152000,"3,015","98,399,046",32636.4995,Densified wood,KG
3160002,"29,189","1,816,633,520",62236.92213,Cooling tower wooden,T
3160003,"2,112,349","2,220,881,876",1051.380182,Flush doors,KG
3160004,"53,369","117,039,368",2193.021567,Partition / full height panels wooden,KG
3160099,"91,846","318,997,148",3473.174096,"Builders' joinery and carpentry of wood (including cellular wood panels, assembled parquet panels,",T
3170001,"1,036","113,791,765",109837.611,Bailing hoop,KG
3170002,"941,064","969,328,217",1030.03432,Box wooden ( incl. packing box),KG
3170003,"52,216","18,429,053",352.9388119,Packing band,KG
3170004,"150,668","20,277,649",134.5849749,Packing card,T
3170005,"2,659","125,019,891",47017.63483,Patti,T
3170007,"30,674,970","19,365,445,572",631.3109865,Wheel parts,KG
3170008,10,"6,474",647.4,Wheel wooden,KG
3170010,"147,338","60,885,339",413.2358183,Wooden cable reels,T
3170011,"45,551","38,098,316",836.3881364,Wooden crates,T
3170012,"26,041","91,121,325",3499.148458,Wooden drums,T
3170013,"1,990,854","1,274,313,025",640.0836149,Wooden packing boxes others,T
3170014,"10,928","27,074,952",2477.576135,Wooden reels rollers drums etc.,T
3170099,"15,966,680","2,824,783,873",176.9174226,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box",KG
3191104,"24,372","1,584,140",64.99835877,Wooden hoops,KG
3191105,"1,285","10,751,519",8366.940856,Wooden plugs,KG
3191199,"1,619,889","954,388,755",589.1692301,"Tools, tool bodies, tool handles, broom or brush bodies and handles, boot or shoe lasts and trees, of",LITRES
3191200,"22,761","134,747,092",5920.086639,"Tableware and kitchenware, of wood",KG
3191301,"63,877","12,868,875",201.4633593,Wooden jewellery box,T
3191399,"30,125","12,032,954",399.4341577,"Wood marquetry and inlaid wood; cases for jewellery or cutlery, and similar articles, of wood;",T
3191400,"61,323","407,661,352",6647.772483,"Wooden frames for paintings, photographs, mirrors or similar objects, and other articles of wood",KG
3192102,544,"573,280",1053.823529,Cork waste,KG
3192199,709,"21,366,092",30135.53173,"Natural cork, debacked or roughly squared, or in blocks, plates, sheets or strip; crushed, granulated or",T
3192201,"36,115","28,777,298",796.823979,Cork caps,T
3192202,16,"950,754",59422.125,Cork discs,T
3192205,"2,043","14,467,905",7081.696035,Cork liner,KG
3192206,15,"450,424",30028.26667,Cork powder,T
3192208,"646,446","120,158,800",185.8760051,Cork sheet,KG
3192302,138,"222,870",1615,Cane furniture,KG
3192304,87,"86,600",995.4022989,Industrial & agri baskets,KG
3192305,"1,089,906","61,173,669",56.12747246,Mats straw,T
3192306,"52,311","3,086,963",59.01173749,Picking sticks,T
3192307,14,"1,417,073",101219.5,Reeds,KG
3192310,"9,703","1,086,790",112.0055653,Straw processed,T
3192399,"15,063,706","52,888,547",3.510991717,"Straw/bamboo/cane products, n.e.c.",KG
3211100,"2,669,420","449,197,000",168.2751309,"Chemical wood pulp, dissolving grades",KG
3211201,"183,591,761","7,809,220,884",42.53579159,Rayon pulp,KG
3211299,"15,564","4,684,615",300.9904266,"Chemical wood pulp, other than dissolving grades n.e.c",T
3211301,"32,972,709","6,078,619,867",184.353062,Base paper,KG
3211302,81,"19,168,227",236644.7778,Buds and mid ribs,T
3211306,"53,306","2,345,214,216",43995.31415,Pulp of wood etc.,T
3211307,"123,223","6,986,316,626",56696.53089,Raw paper,KG
3211399,"1,025","199,230,755",194371.4683,Mechanical wood pulp; semi-chemical wood pulp; pulps of fibrous cellulosic material other than wood T,KG
3212101,"35,200,781","668,626,594",18.99465225,Paper press,KG
3212199,"226,384,479","8,161,811,578",36.05287612,Newsprint  n.e.c,T
3212201,"524,641","16,472,684,030",31398.01127,News print bleached,T
3212202,"29,358","999,215,473",34035.54305,News print coloured,KG
3212203,"222,923","7,639,083,919",34267.81408,Newsprint in reels,KG
3212204,"89,028","2,498,948,322",28069.24026,Newsprint unbleached,KG
3212205,"3,341","736,358,733",220400.6983,Paper hand made,T
3212299,"51,995,657","3,144,772,003",60.48143604,Hand-made paper and paperboard n.e.c,KG
3212901,"15,364","902,672,494",58752.44038,Computer stationery,T
3212902,"72,691,769","1,833,065,401",25.21695958,Corrugated paper,KG
3212903,"346,695,921","10,517,164,838",30.33541556,Duplex paper,LITRES
3212904,"7,111","303,555,239",42688.12249,Paper absorbant,T
3212906,"8,099","459,993,956",56796.38918,Paper cheque,KG
3212908,"628,164","3,205,446,245",5102.881166,Paper posters,T
3212909,"622,698","6,079,735,097",9763.537215,Paper rolls corrugated,T
3212910,"98,571","1,242,680,505",12606.95849,Paper rolls non corrugated,KG
3212912,"1,092","32,572,956",29828.71429,"Paper, account book paper",KG
3212913,22,"2,155,620",97982.72727,"Paper, airmail",KG
3212916,54,"1,341,786",24847.88889,"Paper, art",T
3212917,"56,371","1,721,398,756",30536.95617,"Paper, bond",T
3212918,"78,343,124","7,280,256,803",92.92783376,"Paper, coloured for printing / poster",LITRES
3212919,"366,942","99,115,442",270.1120123,"Paper, labels (blank)",LITRES
3212921,"320,671","17,221,082,332",53703.27324,"Paper, maplitho",LITRES
3212922,"6,862","320,840",46.7560478,"Paper, match",LITRES
3212923,"474,390","12,852,358,029",27092.38818,"Paper, ordinary white/rulled",T
3212924,"2,878,652","135,870,523,317",47199.35696,"Paper, printing & writing",LITRES
3212925,"38,964","12,819,575",329.0107535,"Paper, r.c",K.LITRES
3212927,"1,512","92,654,665",61279.54034,"Paper, tissue (type writing)",LITRES
3212928,"1,529,796","54,376,543",35.54496351,"Perforated sheet, paper",KG
3212999,"1,354,012","36,379,897,523",26868.22386,"Other uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes,",T
3213101,"292,659","921,366,993",3148.261263,Carbon tissue paper,KG
3213102,35,"3,684,315",105266.1429,Paper tracing / drawing,T
3213104,"1,478,041","3,008,373,045",2035.378616,Tissue paper,KG
3213199,"171,439","981,912,183",5727.472646,"Toilet or facial tissue stock, towel or napkin stock and similar paper, cellulose wadding and webs of",KG
3213200,"1,366","28,978,378",21214.03953,"Kraftliner, uncoated",KG
3213301,"25,261","644,172,703",25500.68101,Covers paper,KG
3213302,"1,262,212","31,796,762,823",25191.30132,Craft paper,KG
3213399,"1,166,296","24,572,296,369",21068.66213,"Other uncoated kraft paper and paperboard; sack kraft paper, creped or crinkled n.e.c",KG
3213400,406,"50,989,379",125589.6034,"Fluting paper, including straw and semi-chemical",KG
3213603,"110,452,208","595,985,221",5.39586516,Filter Paper,T
3213604,"4,984","944,060,571",189418.2526,Sulphite wrapping Paper,KG
3213699,"151,032","3,239,116,615",21446.55844,"Sulphite wrapping paper, filter paper and paperboard, felt paper and other paper and paperboard;",KG
3213701,"2,274","419,178,472",184335.2999,Paper glassine,T
3213703,"1,859","100,259,917",53932.17698,Paper parchment,KG
3213704,"526,106","173,758,998",330.2737433,Paper transparent,KG
3213799,170,"3,051,500",17950,"Vegetable parchment, greaseproof papers, tracing papers and glassine and other glazed transparent or",T
3214101,"9,604","107,435,506",11186.53748,Card board,KG
3214102,"672,447","19,708,999,112",29309.37176,Card board/ duplex board,KG
3214103,"85,632","595,477,874",6953.917624,Hard board,KG
3214104,"6,588","108,901,664",16530.30723,Mill board,KG
3214105,"2,169","38,955,445",17960.09451,Mill board reels,KG
3214199,"22,618,357","1,328,432,666",58.7325006,"Composite paper and paperboard, not surface-coated or impregnated n.e.c.",T
3214201,"74,122,832","298,433,134",4.026197137,Egg nags / tray,T
3214202,"5,421","1,368,144",252.3785279,File board,KG
3214203,"28,739","91,091,134",3169.599986,Folder non coated,T
3214204,"149,219","3,360,711,191",22522.00585,Grey board,KG
3214205,"904,769","191,068,514",211.1793331,Mat paper craft,KG
3214206,"445,309","12,147,737,682",27279.34464,Paper board bristle,T
3214208,"1,036","70,008,942",67576.19884,Paste board,T
3214209,"140,679","1,406,790",10,Photoboard cover,KG
3214210,"2,408","327,526,166",136015.8497,Press board,KG
3214299,"4,532,265","11,175,590,440",2465.784865,"Paper and paperboard, creped, crinkled, embossed or perforated n.e.c.",T
3214301,"40,038","2,998,578",74.89330136,Ammonia paper,KG
3214302,"26,080","486,408,377",18650.62795,Insulation board,KG
3214305,"861,917","220,789,916",256.1614587,Paper aluminium,KG
3214307,"45,171,564","2,609,250,576",57.7631223,Paper chrome,T
3214308,"50,189,831","296,325,457",5.90409354,Paper electrostatic for ecg/fax etc.,T
3214399,"28,682,873","5,743,107,361",200.2277583,Paper and paperboard coated with kaolin or with other inorganic substances n.e.c,KG
3214901,"19,966,580","5,419,507,695",271.4289425,Abrasive paper,T
3214902,"164,910,696","3,134,873,539",19.00952221,Adhesive tape ( non medicinal),T
3214903,"1,013","74,194,506",73242.35538,Cellulose acetate butyrate,T
3214904,"32,965","626,848,124",19015.56572,Cellulose acetate sheet,KG
3214907,"41,793,529","13,026,720,299",311.6922789,Gelatin sheet,KG
3214908,"45,435","4,230,823,615",93118.16034,Other Special purpose paper products,T
3214909,"161,275","34,225,602",212.2188932,Paper butter,KG
3214910,82,"19,881,613",242458.6951,Paper cotton pasted,KG
3214911,587,"28,632,437",48777.57581,Paper cream laid wove,KG
3214912,"595,486","10,105,201,133",16969.67038,Paper filter/crape filter,T
3214914,"35,938","50,637,704",1409.029551,Paper gummed/tape,T
3214915,"15,465","561,756,540",36324.38021,Paper insulated,KG
3214916,"98,409,748","25,882,846,379",263.0110015,Paper laminated,T
3214917,"33,881","1,763,305,593",52044.0835,Paper polythene coated,T
3214918,"84,974,407","2,427,087,424",28.56256972,Paper resin impregnated,T
3214919,"40,257","305,435,885",7587.149688,Paper sand,KG
3214922,"18,818,571","174,672,074",9.281898928,Paper water proof,KG
3214924,"64,759","2,348,201,318",36260.61734,Pulp board,KG
3214999,"335,726,383","10,322,387,367",30.74642891,"Other paper and paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated,",KG
3215101,"797,986","4,945,674,743",6197.696129,Corrugated paper board,T
3215199,"368,457","1,739,036,883",4719.782452,Corrugated paper and paperboard n.e.c,KG
3215201,"36,252,594","789,166,076",21.76854092,Paper bags incl. craft paper bags,KG
3215299,"71,326,333","1,276,549,913",17.89731589,Sacks and bags of paper n.e.c,T
3215301,"1,698,782,206","28,255,771,107",16.63295684,"Boxes, corrugated sheet",KG
3215302,"445,636,173","3,382,618,108",7.590537557,Card board boxes,T
3215303,"8,980,599","39,665,202",4.416765741,Card board tubes,T
3215304,"3,844","8,676,898",2257.257544,Card board wads,KG
3215305,"103,607,779","41,895,505,331",404.366407,"Cartons / boxes, paper",KG
3215306,324,"6,906,348",21315.88889,Cigarettes shells / box of paper,T
3215307,"38,570","473,864,420",12285.82888,Envelopes for packaging,T
3215308,"10,498,662","188,164,562",17.92271834,Fancy paper boxes,KG
3215309,"42,213,453","416,659,537",9.870302176,Ice cream cups,KG
3215310,"317,991","652,105,561",2050.704457,Paper cone,KG
3215311,"2,121,084","577,128,430",272.0912656,Paper cups,KG
3215312,685,"12,270,239",17912.75766,Paper filter bowls,KG
3215313,"1,367,956","312,561,182",228.4877452,Paper plate,T
3215314,"18,345,202","48,451,361",2.641091714,Paper pouches,T
3215315,"205,944,960","2,772,853,671",13.4640521,Paper tubes / sleeves,T
3215399,"26,134,837","1,484,302,311",56.79401448,Paper articles n.e.c,T
3219101,"343,336","14,574,788,908",42450.51177,"Paper , duplicating",KG
3219199,"4,420,190","415,579,111",94.01838179,"Carbon paper, self-copy paper and other copying or transfer papers, not in bulk sizes; duplicator",KG
3219201,"1,286","10,476,468",8146.553655,Envelopes without stamp,KG
3219299,"110,298","304,291,654",2758.813886,"Envelopes, letter cards, plain postcards and correspondence cards of paper or paperboard; boxes,",T
3219301,"6,420","50,638,312",7887.587539,Paper napkin,T
3219399,"15,165,769","14,487,611,096",955.2836454,"Toilet paper, handkerchiefs, towels, serviettes, napkins for babies, tampons, and similar household,",T
3219700,"2,024,356","370,210,316",182.8780689,Labels of paper or paperboard,KG
3219800,"5,820,377","720,512,463",123.7913735,"Filter blocks, slabs and plates, of paper pulp",T
3219900,"398,477","46,255,323",116.0802832,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres, cut to size or shape; cigarette",T
3221000,"48,364,843","10,585,047,849",218.858311,"Educational textbooks, in print",KG
3222000,"50,449,136","205,968,560",4.082697472,"General reference books, in print",KG
3223001,552,"95,799",173.548913,Directory incl. telephone,KG
3229100,"91,912,433","2,246,106,811",24.43746442,"Professional, technical and scholarly books, in print",T
3229200,"32,505,354","509,337,924",15.66935478,"Children's books, in print",KG
3229901,"531,176,901","11,718,167,497",22.06076257,Books,KG
3229999,"154,334,196","6,196,875,016",40.15231346,"Other books n.e.c., in print",KG
3230001,"718,301,996","36,699,087,657",51.09144602,"News paper, daily",KG
3230002,"114,247","607,317,298",5315.827094,"Periodicals, daily",T
3230099,"507,597,608","10,906,359,704",21.48623148,"Newspapers and periodicals, daily, in print n.e.c",T
3241001,"41,324","41,306,922",999.5867293,"Newspaper, non-daily",KG
3241002,"233,979","3,059,343,904",13075.29267,"Periodicals, non- daily",KG
3241099,"26,716","199,661,475",7473.479376,"General interest newspapers and periodicals, other than daily, in print n.e.c",KG
3242001,"15,400","3,998,289",259.6291558,"Academic/professional newspaper/periodicals, non-daily",KG
3242002,"1,762","11,822,813",6709.88252,"Business/economic  newspaper/periodicals, non-daily",KG
3242099,"1,054","68,514,238",65004.02087,"Business, professional or academic newspapers and periodicals, other than daily, in print n.e.c",KG
3249000,"11,725","39,797,026",3394.202644,"Other newspapers and periodicals, other than daily, in print",KG
3251199,"143,769","78,236,298",544.1805813,"Maps and hydrographic or similar charts (including wall maps, topographical plans and maps for",KG
3251200,"36,001","4,119,288",114.4214883,Globes,T
3253001,"167,467","76,046,232",454.0968191,Envelopes,KG
3253002,"25,671","138,486,570",5394.669861,Greetings cards / invitation cards,KG
3253004,5,"74,231",14846.2,Picture post cards without stamp,T
3253099,"3,499,586","4,485,105,423",1281.610288,"Printed or illustrated postcards; printed cards bearing personal greetings or messages, with or without",T
3254000,"31,617","218,967,085",6925.612329,"Printed pictures, designs and photographs",KG
3255002,"108,216,145","108,735,195",1.004796419,Photographic reproductions,T
3255099,284,"241,468,299",850240.4894,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or similar",KG
3261001,"902,026","1,203,433,323",1334.144828,Bank cheques & drafts,KG
3261005,"25,715","25,441,506",989.3644177,Printed tickets,T
3261006,"153,086","114,814,247",749.9983473,Stamp paper,T
3261099,"16,550","325,940,348",19694.28085,"Unused postage, revenue or similar stamps; stamp-impressed paper; cheque forms; banknotes, stock,",T
3262001,"228,642","637,552,966",2788.433297,Brochures / catalogue,KG
3262002,"122,594","374,074,750",3051.33,Hoardings,T
3262003,"512,093","609,247,585",1189.720588,Leaflets paper,T
3262004,"20,308,463","532,172,896",26.20448903,Paper labels posters,KG
3262005,"6,937","122,405,888",17645.3637,Printed posters,KG
3262006,"107,019","374,636,185",3500.651146,Signage,T
3262099,"16,553","1,294,097,941",78179.05763,"Trade advertising material, commercial catalogues and the like n.e.c",KG
3263001,"1,002,374","355,665,576",354.8232257,Calenders,KG
3263099,"153,598","72,268,929",470.5069662,Transfers (decalcomanias) and printed calendars n.e.c,T
3269001,"6,282,964","755,043,583",120.1731512,Hologram,KG
3269002,"17,208","3,683,525",214.058868,Loose leaf ledger,T
3269003,"1,074,642","874,014,049",813.3071749,Lottery tickets,KG
3269004,"122,486","843,127,292",6883.458452,Manuals,KG
3269005,"771,261","2,269,539,919",2942.635397,Misc printed articles/books like annual report etc.,KG
3269007,"14,608,742","3,353,828,144",229.5767934,Printed lables,KG
3269099,"47,075,204","17,398,838,990",369.5966775,Printed materials n.e.c.,KG
3270001,"75,238","3,554,760",47.24686993,Account book,KG
3270002,"19,857","366,574,265",18460.70731,Bill book,KG
3270003,"549,522","1,078,585,097",1962.769638,Booklets,T
3270004,"15,755,153","787,910,669",50.00971231,Diaries,T
3270005,"526,608","4,999,701,423",9494.161545,Exercise book,KG
3270006,"3,128,309","70,689,225",22.59662489,File cover,KG
3270007,"405,057","899,613,376",2220.955016,Printed forms & schedules,KG
3270008,938,"30,018,880",32003.07036,Register,T
3270009,"13,120,920","407,728,966",31.07472388,Stationery book,KG
3270099,"19,427,202","8,121,844,192",418.0655656,"Registers, account books, notebooks, letter pads, diaries and similar articles, blotting-pads, binders,",T
3280000,"66,458,039","10,207,687,057",153.5959714,"Composed type, prepared printing plates or cylinders, impressed lithographic stones or other",T
3310001,"30,790","622,788,282",20226.96596,"Briquettes, coke",T
3310004,"96,450","1,191,673,055",12355.34531,Coke breeze,KG
3310005,"3,058","47,238,019",15447.35742,Coke cp,KG
3310006,"121,348","318,407,905",2623.923798,Coke dust,T
3310007,"3,756,554","48,959,310,326",13033.03781,Coke hard,KG
3310008,"60,000","1,489,899,094",24831.65157,Coke mixed,KG
3310009,5,"74,580",14916,Coke peat,KG
3310010,"109,911","1,951,673,952",17756.85738,Coke seme,KG
3310011,"850,262","4,044,965,030",4757.316016,Coke soft,T
3310012,"4,644","21,874,480",4710.267011,Lignite briquettes,T
3310099,"1,373,470","19,633,045,730",14294.48458,"Coke and semi-coke of coal, of lignite or of peat; retort carbon n.e.c",KG
3320001,"1,450","98,228,748",67743.96414,Benzol,KG
3320002,"6,850","118,383,857",17282.31489,Coal tar by-product,KG
3320003,"21,936","666,436,002",30380.92642,Coal tar crude,KG
3320004,"234,130","1,334,825,892",5701.216811,Coal tar oil,KG
3320005,"112,942","171,032,735",1514.341299,Coal tar peat,T
3320006,"597,137","2,017,515,777",3378.648077,Coal tar processed,KG
3320099,26,"557,312",21435.07692,"Tar distilled from coal, from lignite or from peat, and other mineral tars n.e.c",T
3331001,"8,558,391","306,266,815,999",35785.56016,"Fuel, aviation turbine",T
3331002,"17,726,442","1,003,017,283,681",56583.11373,Petrol / motor spirit/ gasoline,KG
3331099,"1,711,166","89,831,512,718",52497.252,"Motor spirit (gasolene), including aviation spirit n.e.c",KG
3332000,"1,535","92,364,103",60172.05407,Spirit type (gasolene type) jet fuel,T
3333099,779,"24,463,683",31403.95764,Other light petroleum oils and light oils  obtained from bituminous minerals n.e.c,T
3334101,"5,366,728","192,751,945,113",35916.10104,Kerosene,T
3334102,"2,726,644","91,877,093,682",33696.03574,Superior kerosene,T
3335001,"5,385,292","283,953,709,961",52727.63482,Diesel,T
3335002,"53,268,301","2,642,961,666,878",49616.03087,High speed diesel,KG
3335099,280,"20,410,708",72895.38571,"Medium petroleum oil, n.e.c.",KG
3336000,"368,940","17,605,123,107",47718.11977,Gas oils,T
3337000,"459,921","10,036,498,265",21822.22222,Fuel oils n.e.c.,KG
3338001,"8,205,318,670","403,061,288,010",49.12195421,Furnace oil,T
3338002,"42,333,896","5,084,853,632",120.1130563,"Grease, petroleum etc.",T
3338003,"297,362,879","26,307,102,385",88.46801078,Oil lubricating used in spindle/ spinnings the like,T
3338004,88,"3,355,854",38134.70455,Oil used for tempering,T
3338005,"434,810","45,501,042",104.6458039,Oil used in leather,KG
3338006,"135,449,180","9,660,577,397",71.32252404,Oil used in transformer,T
3338007,"955,459","61,637,009",64.51036518,"Oil, base",KG
3338008,"7,106","942,246,467",132598.7147,"Oil, c.p.w",T
3338009,"23,795","189,653,657",7970.315486,"Oil, cuttings",T
3338010,"2,184","161,817,573",74092.29533,"Oil, middle",T
3338011,"65,763,241","4,700,945,129",71.48286881,"Oil, mineral white",T
3338012,"28,367,704","2,294,050,257",80.86837965,"Oil, solvent",T
3338013,"5,108,831","252,150,828",49.35587574,"Oil, used in hydrolic machine",T
3338014,"10,958,024","3,153,847,000",287.8116529,Para cresol,KG
3338099,"389,686,697","32,477,900,204",83.34362054,Lubricating pet. oils obtained from bituminous min. n.e.c,T
3341004,"6,599,534,230","348,886,991,890",52.86539621,Liquidified petroleum gas (LPG),KG
3341099,"93,269","13,303,503",142.635849,"Propane and butanes, liquefied, n.e.c.",KG
3342001,"174,133","17,466,475,935",100305.3754,Butadiene,KG
3342002,"6,452","574,666,478",89067.96001,Butylene,KG
3342004,"2,324","425,885,921",183255.5598,Ethylene,KG
3342007,"19,825","2,828,180,000",142657.2509,"Polyisobutylene, PIB",KG
3342008,"3,004,788","182,345,221,371",60684.88738,Propylene,KG
3342099,"54,775","15,873,881,372",289801.5769,"Ethylene, propylene, butylene, butadiene and other petroleum gases or gaseous hydrocarbons, except",KG
3350001,"21,565","372,554,221",17275.87392,Bituminous oil,T
3350002,"97,940,983","12,339,573,456",125.9898878,Paraffin incl wax,T
3350003,"2,572,574","14,342,151,992",5575.020191,Petroleum coke,KG
3350004,"740,426","20,528,256,709",27724.92688,Petroleum coke calcined,T
3350005,"26,788,209","1,619,260,819",60.44677414,Petroleum jelly,T
3350006,"16,815","64,049,465",3809.067202,Tarfelt,T
3350007,"61,821,129","3,069,971,037",49.6589287,Wax chlorinated paraffin,T
3350008,"4,867","731,184,223",150233.0436,Wax polythene,T
3350099,"512,172,988","3,112,197,228,829",6076.457177,Petroleum products obtained from bitumen n.e.c.,T
3361000,"133,532","304,482,889",2280.224134,"Natural uranium and its compounds; alloys, dispersions, ceramic products and mixtures containing",KG
3363000,"1,540","54,368,229",35304.04481,"Uranium depleted in u235 and its compounds; thorium and its compounds; alloys, dispersions,",TH.CUBIC METRE
3371000,16,"17,269,158",1079322.375,"Fuel elements (cartridges), non-irradiated, for nuclear reactors",TH.CUBIC METRE
3372000,"1,098","30,808,320",28058.57923,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,CUBIC METER
3411001,"289,607","402,172,095",1388.682231,"2,4, dichloro flurobenzene",LITRES
3411002,"37,922","52,174,527",1375.837957,Acetyl sulphonyl chloride,CUBIC METER
3411003,"164,766","11,288,707,609",68513.57446,Acetylene black(carbon),CUBIC METER
3411004,"1,976,890","481,057,357",243.3404777,"Acetylene, dissolved",CUBIC METER
3411005,"94,246,270","21,775,603,707",231.0500321,"Acid, naphthalene disulphonic",T
3411007,"247,856","1,989,851,837",8028.257686,Alpha Olefins,KG
3411008,"1,042,686","57,819,950,260",55452.88827,Benzene,KG
3411009,"11,588","419,391,809",36191.9062,Benzopyrene,T
3411010,"7,824,134","758,256,103",96.91246379,Benzoyl chloride,T
3411012,"9,954","1,655,116,352",166276.5071,"Chloflurocarbon, CFC, Freon",KG
3411013,"8,054","57,103,695",7090.103675,Chloro acetyle chloride,T
3411014,17,"63,232,123",3719536.647,Chloroethane,KG
3411015,"3,691,352","207,213,525",56.13485926,Chloroform,T
3411016,"8,829","194,885,329",22073.3185,"Chloroform, methyl",KG
3411017,"55,821,309","2,480,429,227",44.43516771,Chloromethanes,T
3411018,"47,747","109,703,917",2297.608583,Cyanuric chloride,T
3411019,"287,273","182,154,911",634.082949,Dichloro acetyle chloride,T
3411020,"1,693","355,767,504",210140.2859,Dichloro ethane,KG
3411021,"4,441","252,272,000",56805.22405,Dichloro nitro benzene,T
3411022,"1,912,520","129,053,161",67.47807134,Dimethyle ethanolamine,KG
3411023,"57,720","1,495,558,134",25910.57058,Dimethyle sulphate,KG
3411024,"69,644","7,521,525",107.9996123,Dinitro benzene,T
3411026,"739,582","92,128,079,022",124567.768,"Dodecyl benzene, Linear Alkyl Benzene, LAB",KG
3411027,"324,803,434","11,999,261,793",36.94314942,Ethelene propylene terpolymer diene monom ( epdm),T
3411029,"90,668","199,875,543",2204.477247,Ethyl bromide,T
3411030,"2,019","69,127,585",34238.5265,Ethyl chloride,T
3411031,"1,215,419","341,331,414",280.8343575,Ethyl methyl ethylene,T
3411032,"2,564,904","57,502,175",22.41884102,Ethylene dichloride,KG
3411033,53,"53,050,445",1000951.792,Heptylene,T
3411035,"4,725","65,617,072",13887.21101,Hexane,KG
3411036,"18,313","161,513,886",8819.630099,Hydrosein n butylbromide,T
3411037,"3,695","525,422,529",142198.2487,Isobutyl propane,T
3411038,"4,118","232,757,995",56522.09689,Isopropyl benzene,KG
3411039,"179,772","26,965,861",150.0003393,Isopropyl bromide,T
3411040,"234,000","28,483,770",121.7255128,Mafron gas (cfc),T
3411042,"4,061","187,753,469",46233.30928,Methyl chloride,T
3411043,"1,215","171,492,826",141146.3588,Methylene bromide,KG
3411044,24,"7,614,766",317281.9167,Methylene dibromide,KG
3411045,"83,713","819,392,435",9788.11457,Mixed xylene isomers,KG
3411046,"57,816","3,011,529,358",52088.16518,Mono chloro benzene,KG
3411047,"16,802","1,140,395,636",67872.61255,Monochlorophenol,KG
